,document_id,document_text,entity,gold_answer
71,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Англия,LOC
72,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",Европейский Союз,LOC
73,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",мировую экономическую ситуацию,PRO
74,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",климатические изменения,PRO
75,ru-1028,"Новым министром по делам Brexit стал Доминик Рааб. . Среди претендентов на этот пост английские СМИ называли также имена министра охраны окружающей среды, продовольствия и сельскохозяйственного развития Майкла Гоува, руководителя секретариата Кабмина Дэвида Лидингтона и руководителя МИД Бориса Джонсона. Отмечается, что Дэвис ушел с поста в знак несогласия с позицией по Brexit премьера Терезы Мэй. Прежний министр жилищного возведения Англии Доминик Рааб назначен на пост министра по делам Brexit. Информацию об этом информирует РИА Новости ссылаясь на кабинет английского премьера. До этого вышеуказанный высокий пост покинул Дэвид Дэвис.. . Отставка Дэвиса состоялась на следующий день после встречи всего руководства в загородной резиденции английского премьера, где все члены кабинеты договорились поддержать государственный план по выходу из ЕС. Как говорится в официальном объявлении канцелярии Мэй, «королева с удовольствием одобрила назначение Доминика Рааба в качестве министра по задачам выхода из ЕС». В конце рабочей недели британский Кабмин согласовал план переговоров с Брюсселем. Назначение Рааба было одобрено наименее чем через 12 часов после ухода Дэвиса с поста. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Мэй позже в начале рабочей недели ожидают в парламенте, где она должна рассказать о деталях согласованного 6 июля плана по Brexit, который внес такой сильный раздор в стан правящей Консервативной партии.",технологические инновации,PRO
76,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Джозеф Блэк,PER
77,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Ангела Меркель,PER
78,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Кристин Лагард,PER
79,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Доминик Рааб,PER
80,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Дэвид Дэвис,PER
81,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Тереза Мэй,PER
82,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Международный Валютный Фонд,ORG
83,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Apple,ORG
84,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Google,ORG
85,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Alibaba,ORG
86,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",европейским союзом,ORG
87,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Международный Экономический Форум,EVT
88,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Brexit,EVT
89,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Давос,LOC
90,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",США,LOC
91,ru-1102,"Тереза Мэй в отчаянии: Brexit в срочном порядке завершит «британский Мутко». . Новым министром Англии по выходу страны из Европейского союза (Brexit) назначен 44-летний Доминик Рааб. Его обязанности будет исполнять Доминик Рааб, сообщило агентство Bloomberg. По результатам совещания премьер Тереза Мэй объявила, что Англия выступает за создание зоны свободной торговли с европейским союзом, и что министры, которые станут выражать негодование ее переговорным планом, будут отправлены в отставку. Он сменил на этом посту ушедшего накануне в отставку Дэвида Дэвиса. Об этом в начале рабочей недели сообщается на сайте английского руководства. Дэвис не один раз грозил в последние месяцы, что он может оставить собственный пост из-за разногласий с премьер-министром Соединенного Королевства. Согласно плану английского руководства, после окончания процедуру Brexit Англия сохранит тесные взаимоотношения в плане экономики и создаст зону свободной торговли с европейскими государствами. Напомним, на референдуме в 2016 г. в поддержку Brexit высказались 51,9 процента британцев.",Германия,LOC
